config.attack,config.attack_params.alpha,config.attack_params.clamp,config.attack_params.connect_strategy,config.attack_params.early_stop,config.attack_params.edges_per_injected,config.attack_params.eps,config.attack_params.init,config.attack_params.n_inject,config.attack_params.random_start,config.attack_params.seed,config.attack_params.steps,config.attack_params.target_label,config.attack_params.targeted,config.budgets.edge_budget,config.budgets.n_inject,config.candidates.K_hop,config.candidates.alpha,config.candidates.neighbor_mode,config.clamp,config.desired_label,config.device,config.graph.attack_incoming,config.graph.undirected,config.model_name,config.opt.alpha_step,config.opt.eps,config.opt.inner_steps,config.opt.outer_rounds,config.seed,config.split,config.target_selection.attack_fraction,config.target_selection.attack_only_illicit,config.target_selection.n_targets,config.target_selection.only_clean_correct,config.target_selection.seed,config.timestamp,metrics.adv_split_metrics.acc,metrics.adv_split_metrics.confusion_matrix_2x2,metrics.adv_split_metrics.f1_macro,metrics.adv_split_metrics.f1_pos,metrics.adv_split_metrics.fraud_predictions,metrics.adv_split_metrics.n_labeled,metrics.adv_split_metrics.precision_macro,metrics.adv_split_metrics.precision_pos,metrics.adv_split_metrics.recall_macro,metrics.adv_split_metrics.recall_pos,metrics.adv_split_metrics.split,metrics.asr.attacked.attempted,metrics.asr.attacked.success,metrics.asr.attacked.value,metrics.asr.attempted,metrics.asr.pos_neg_on_attacked.asr_neg,metrics.asr.pos_neg_on_attacked.asr_pos,metrics.asr.pos_neg_on_attacked.attempted_neg,metrics.asr.pos_neg_on_attacked.attempted_pos,metrics.asr.pos_neg_on_attacked.succ_neg,metrics.asr.pos_neg_on_attacked.succ_pos,metrics.asr.split.attempted,metrics.asr.split.success,metrics.asr.split.value,metrics.asr.success,metrics.asr.value,metrics.asr_pos_neg.asr_neg,metrics.asr_pos_neg.asr_pos,metrics.asr_pos_neg.attempted_neg,metrics.asr_pos_neg.attempted_pos,metrics.asr_pos_neg.succ_neg,metrics.asr_pos_neg.succ_pos,metrics.attack,metrics.attack_mask_n,metrics.clean_split_metrics.acc,metrics.clean_split_metrics.confusion_matrix_2x2,metrics.clean_split_metrics.f1_macro,metrics.clean_split_metrics.f1_pos,metrics.clean_split_metrics.fraud_predictions,metrics.clean_split_metrics.n_labeled,metrics.clean_split_metrics.precision_macro,metrics.clean_split_metrics.precision_pos,metrics.clean_split_metrics.recall_macro,metrics.clean_split_metrics.recall_pos,metrics.clean_split_metrics.split,metrics.f1.macro_adv,metrics.f1.macro_clean,metrics.f1.pos_adv,metrics.f1.pos_clean,metrics.injection.edges_added,metrics.injection.injected_edges,metrics.injection.injected_node_ids,metrics.injection.n_injected_nodes,metrics.mean_confidence_drop.n,metrics.mean_confidence_drop.value,metrics.model_name,metrics.n_targets,metrics.roc_auc.adv,metrics.roc_auc.clean,metrics.split,run_dir
NodeInjectionEvasion,0.01,,round_robin,True,1,0.05,mean,3,True,0,30,0,False,,,,,,,,mps,,,gat,,,,,,test,1.0,True,207,True,,20260120_195751_118186,0.9674244994910078,"[[8348, 85], [203, 205]]",0.785217707007573,0.5873925501432665,290,8841,0.841578319131862,0.7068965517241379,0.7461857653057666,0.5024509803921569,test,207,2,0.00966183574879227,,0.0,0.00966183574879227,0,207,0,2,8555,2,0.000233781414377557,,,,,,,,,NodeInjectionEvasion,,0.9676507182445425,"[[8348, 85], [201, 207]]",0.7872936049935225,0.5914285714285714,292,8841,0.842696293886812,0.708904109589041,0.7486367456979235,0.5073529411764706,test,0.785217707007573,0.7872936049935225,0.5873925501432665,0.5914285714285714,3,"[[203769, 45762], [203770, 43752], [203771, 43738]]","[203769, 203770, 203771]",3,207,0.00810316577553749,gat,207,0.8759742305554974,0.8760858369198504,test,attacks/gat_node_injection_20260120_195751_118186
NodeInjectionEvasion,0.01,,round_robin,True,5,0.05,mean,3,True,0,30,0,False,,,,,,,,mps,,,gat,,,,,,test,1.0,True,207,True,,20260120_200236_604238,0.9662934057233344,"[[8348, 85], [213, 195]]",0.7746624321579982,0.5668604651162791,280,8841,0.8357741502160962,0.6964285714285714,0.7339308633449823,0.47794117647058826,test,207,12,0.057971014492753624,,0.0,0.057971014492753624,0,207,0,12,8555,12,0.0014026884862653418,,,,,,,,,NodeInjectionEvasion,,0.9676507182445425,"[[8348, 85], [201, 207]]",0.7872936049935225,0.5914285714285714,292,8841,0.842696293886812,0.708904109589041,0.7486367456979235,0.5073529411764706,test,0.7746624321579982,0.7872936049935225,0.5668604651162791,0.5914285714285714,15,"[[203769, 45762], [203769, 43752], [203769, 43738], [203769, 43930], [203769, 45173], [203770, 45767], [203770, 46833], [203770, 45155], [203770, 45769], [203770, 24934], [203771, 79723], [203771, 43731], [203771, 44227], [203771, 45760], [203771, 45761]]","[203769, 203770, 203771]",3,207,0.04558977112174034,gat,207,0.8751328231992428,0.8760858369198504,test,attacks/gat_node_injection_20260120_200236_604238
NodeInjectionEvasion,0.01,,round_robin,True,10,0.05,mean,3,True,0,30,0,False,,,,,,,,mps,,,gat,,,,,,test,1.0,True,207,True,,20260120_200741_500402,0.9651623119556612,"[[8348, 85], [223, 185]]",0.7638046643892223,0.5457227138643068,270,8841,0.8295836088100701,0.6851851851851852,0.721675961384198,0.4534313725490196,test,207,22,0.10628019323671498,,0.0,0.10628019323671498,0,207,0,22,8555,22,0.002571595558153127,,,,,,,,,NodeInjectionEvasion,,0.9676507182445425,"[[8348, 85], [201, 207]]",0.7872936049935225,0.5914285714285714,292,8841,0.842696293886812,0.708904109589041,0.7486367456979235,0.5073529411764706,test,0.7638046643892223,0.7872936049935225,0.5457227138643068,0.5914285714285714,30,"[[203769, 45762], [203769, 43752], [203769, 43738], [203769, 43930], [203769, 45173], [203769, 45767], [203769, 46833], [203769, 45155], [203769, 45769], [203769, 24934], [203770, 79723], [203770, 43731], [203770, 44227], [203770, 45760], [203770, 45761], [203770, 46823], [203770, 46826], [203770, 43775], [203770, 45160], [203770, 43712], [203771, 44202], [203771, 44224], [203771, 42933], [203771, 45771], [203771, 44208], [203771, 47783], [203771, 43715], [203771, 45166], [203771, 42917], [203771, 43709]]","[203769, 203770, 203771]",3,207,0.08857478201389313,gat,207,0.8746413482978868,0.8760858369198504,test,attacks/gat_node_injection_20260120_200741_500402
NodeInjectionEvasion,0.01,,round_robin,True,1,0.05,mean,5,True,0,30,0,False,,,,,,,,mps,,,gat,,,,,,test,1.0,True,207,True,,20260120_201116_894769,0.9671982807374732,"[[8348, 85], [205, 203]]",0.7831302248910867,0.5833333333333334,288,8841,0.8404464564090572,0.7048611111111112,0.7437347849136098,0.49754901960784315,test,207,4,0.01932367149758454,,0.0,0.01932367149758454,0,207,0,4,8555,4,0.000467562828755114,,,,,,,,,NodeInjectionEvasion,,0.9676507182445425,"[[8348, 85], [201, 207]]",0.7872936049935225,0.5914285714285714,292,8841,0.842696293886812,0.708904109589041,0.7486367456979235,0.5073529411764706,test,0.7831302248910867,0.7872936049935225,0.5833333333333334,0.5914285714285714,5,"[[203769, 45762], [203770, 43752], [203771, 43738], [203772, 43930], [203773, 45173]]","[203769, 203770, 203771, 203772, 203773]",5,207,0.01582401618361473,gat,207,0.8757620622065974,0.8760858369198504,test,attacks/gat_node_injection_20260120_201116_894769
NodeInjectionEvasion,0.01,,round_robin,True,5,0.05,mean,5,True,0,30,0,False,,,,,,,,mps,,,gat,,,,,,test,1.0,True,207,True,,20260120_201444_910649,0.9656147494627305,"[[8348, 85], [219, 189]]",0.7681849232361566,0.5542521994134897,274,8841,0.8321089071202603,0.6897810218978102,0.7265779221685117,0.4632352941176471,test,207,18,0.08695652173913043,,0.0,0.08695652173913043,0,207,0,18,8555,18,0.002104032729398013,,,,,,,,,NodeInjectionEvasion,,0.9676507182445425,"[[8348, 85], [201, 207]]",0.7872936049935225,0.5914285714285714,292,8841,0.842696293886812,0.708904109589041,0.7486367456979235,0.5073529411764706,test,0.7681849232361566,0.7872936049935225,0.5542521994134897,0.5914285714285714,25,"[[203769, 45762], [203769, 43752], [203769, 43738], [203769, 43930], [203769, 45173], [203770, 45767], [203770, 46833], [203770, 45155], [203770, 45769], [203770, 24934], [203771, 79723], [203771, 43731], [203771, 44227], [203771, 45760], [203771, 45761], [203772, 46823], [203772, 46826], [203772, 43775], [203772, 45160], [203772, 43712], [203773, 44202], [203773, 44224], [203773, 42933], [203773, 45771], [203773, 44208]]","[203769, 203770, 203771, 203772, 203773]",5,207,0.07150052487850189,gat,207,0.8746500675451017,0.8760858369198504,test,attacks/gat_node_injection_20260120_201444_910649
NodeInjectionEvasion,0.01,,round_robin,True,10,0.05,mean,5,True,0,30,0,False,,,,,,,,mps,,,gat,,,,,,test,1.0,True,207,True,,20260120_201745_800186,0.9639181088112204,"[[8348, 85], [234, 174]]",0.7514954835247671,0.5217391304347826,259,8841,0.8222741501697456,0.6718146718146718,0.7081955692273352,0.4264705882352941,test,207,33,0.15942028985507245,,0.0,0.15942028985507245,0,207,0,33,8555,33,0.00385739333722969,,,,,,,,,NodeInjectionEvasion,,0.9676507182445425,"[[8348, 85], [201, 207]]",0.7872936049935225,0.5914285714285714,292,8841,0.842696293886812,0.708904109589041,0.7486367456979235,0.5073529411764706,test,0.7514954835247671,0.7872936049935225,0.5217391304347826,0.5914285714285714,50,"[[203769, 45762], [203769, 43752], [203769, 43738], [203769, 43930], [203769, 45173], [203769, 45767], [203769, 46833], [203769, 45155], [203769, 45769], [203769, 24934], [203770, 79723], [203770, 43731], [203770, 44227], [203770, 45760], [203770, 45761], [203770, 46823], [203770, 46826], [203770, 43775], [203770, 45160], [203770, 43712], [203771, 44202], [203771, 44224], [203771, 42933], [203771, 45771], [203771, 44208], [203771, 47783], [203771, 43715], [203771, 45166], [203771, 42917], [203771, 43709], [203772, 43716], [203772, 43711], [203772, 45180], [203772, 43349], [203772, 46532], [203772, 45764], [203772, 43453], [203772, 43734], [203772, 44231], [203772, 45194], [203773, 46813], [203773, 45178], [203773, 43753], [203773, 45196], [203773, 43732], [203773, 46842], [203773, 46846], [203773, 46809], [203773, 46887], [203773, 43708]]","[203769, 203770, 203771, 203772, 203773]",5,207,0.13657011091709137,gat,207,0.8737912216944171,0.8760858369198504,test,attacks/gat_node_injection_20260120_201745_800186
PGD,0.006,,,,,0.03,,,True,,10,0,False,,,,,,,,mps,,,gat,,,,,,test,1.0,True,207,True,0,20260120_192421_129659,0.9639181088112204,"[[8348, 85], [234, 174]]",0.7514954835247671,0.5217391304347826,259,8841,0.8222741501697456,0.6718146718146718,0.7081955692273352,0.4264705882352941,test,,,,207,,,,,,,,,,33,0.15942028985507245,0.0,0.15942028985507245,0,207,0,33,PGD,207,0.9676507182445425,"[[8348, 85], [201, 207]]",0.7872936049935225,0.5914285714285714,292,8841,0.842696293886812,0.708904109589041,0.7486367456979235,0.5073529411764706,test,0.7514954835247671,0.7872936049935225,0.5217391304347826,0.5914285714285714,,,,,207,0.15074299275875092,gat,207,0.8679487447771709,0.8760858369198504,test,attacks/gat_pgd_20260120_192421_129659
PGD,0.002,,,,,0.03,,,True,,30,0,False,,,,,,,,mps,,,gat,,,,,,test,1.0,True,207,True,0,20260120_193039_423509,0.9639181088112204,"[[8348, 85], [234, 174]]",0.7514954835247671,0.5217391304347826,259,8841,0.8222741501697456,0.6718146718146718,0.7081955692273352,0.4264705882352941,test,,,,207,,,,,,,,,,33,0.15942028985507245,0.0,0.15942028985507245,0,207,0,33,PGD,207,0.9676507182445425,"[[8348, 85], [201, 207]]",0.7872936049935225,0.5914285714285714,292,8841,0.842696293886812,0.708904109589041,0.7486367456979235,0.5073529411764706,test,0.7514954835247671,0.7872936049935225,0.5217391304347826,0.5914285714285714,,,,,207,0.1509295254945755,gat,207,0.8671404705603337,0.8760858369198504,test,attacks/gat_pgd_20260120_193039_423509
PGD,0.01,,,,,0.05,,,True,,10,0,False,,,,,,,,mps,,,gat,,,,,,test,1.0,True,207,True,0,20260120_193249_485617,0.9587150774799231,"[[8348, 85], [280, 128]]",0.6954222515571435,0.41223832528180354,213,8841,0.7842432434197208,0.6009389671361502,0.6518230202077273,0.3137254901960784,test,,,,207,,,,,,,,,,79,0.38164251207729466,0.0,0.38164251207729466,0,207,0,79,PGD,207,0.9676507182445425,"[[8348, 85], [201, 207]]",0.7872936049935225,0.5914285714285714,292,8841,0.842696293886812,0.708904109589041,0.7486367456979235,0.5073529411764706,test,0.6954222515571435,0.7872936049935225,0.41223832528180354,0.5914285714285714,,,,,207,0.34894999861717224,gat,207,0.849308738080789,0.8760858369198504,test,attacks/gat_pgd_20260120_193249_485617
PGD,0.0033333333333333335,,,,,0.05,,,True,,30,0,False,,,,,,,,mps,,,gat,,,,,,test,1.0,True,207,True,0,20260120_193850_630105,0.9586019681031558,"[[8348, 85], [281, 127]]",0.6941131206491694,0.4096774193548387,212,8841,0.7832459980277127,0.5990566037735849,0.6505975300116489,0.3112745098039216,test,,,,207,,,,,,,,,,80,0.3864734299516908,0.0,0.3864734299516908,0,207,0,80,PGD,207,0.9676507182445425,"[[8348, 85], [201, 207]]",0.7872936049935225,0.5914285714285714,292,8841,0.842696293886812,0.708904109589041,0.7486367456979235,0.5073529411764706,test,0.6941131206491694,0.7872936049935225,0.4096774193548387,0.5914285714285714,,,,,207,0.3514048159122467,gat,207,0.8495934215023613,0.8760858369198504,test,attacks/gat_pgd_20260120_193850_630105
PGD,0.02,,,,,0.1,,,True,,10,0,False,,,,,,,,mps,,,gat,,,,,,test,1.0,True,207,True,0,20260120_194040_535999,0.947517249179957,"[[8348, 85], [379, 29]]",0.542035742035742,0.1111111111111111,114,8841,0.6054787622200913,0.2543859649122807,0.5304994907959627,0.07107843137254902,test,,,,207,,,,,,,,,,178,0.8599033816425121,0.0,0.8599033816425121,0,207,0,178,PGD,207,0.9676507182445425,"[[8348, 85], [201, 207]]",0.7872936049935225,0.5914285714285714,292,8841,0.842696293886812,0.708904109589041,0.7486367456979235,0.5073529411764706,test,0.542035742035742,0.7872936049935225,0.1111111111111111,0.5914285714285714,,,,,207,0.7597053050994873,gat,207,0.6938885924344835,0.8760858369198504,test,attacks/gat_pgd_20260120_194040_535999
PGD,0.006666666666666667,,,,,0.1,,,True,,30,0,False,,,,,,,,mps,,,gat,,,,,,test,1.0,True,207,True,0,20260120_194554_740362,0.9474041398031897,"[[8348, 85], [380, 28]]",0.5401946407742145,0.10748560460652591,113,8841,0.6021247860613386,0.24778761061946902,0.5292740005998843,0.06862745098039216,test,,,,207,,,,,,,,,,179,0.8647342995169082,0.0,0.8647342995169082,0,207,0,179,PGD,207,0.9676507182445425,"[[8348, 85], [201, 207]]",0.7872936049935225,0.5914285714285714,292,8841,0.842696293886812,0.708904109589041,0.7486367456979235,0.5073529411764706,test,0.5401946407742145,0.7872936049935225,0.10748560460652591,0.5914285714285714,,,,,207,0.767906904220581,gat,207,0.6816472053068827,0.8760858369198504,test,attacks/gat_pgd_20260120_194554_740362
